authors,title,source,DNA_RNA,DNA,RNA,year,volume_l,filter_size_µm,filter_type,DNA_extr,loci,16S,18S,23S,28S,ITS2,ITS1,cytb,CO1,NADH4,D-loop,12S,rbcL,rrnA,arrA,cbbL,nifH,aprA,rpoC1,pufM,luxA,amoA,mutS,phnD,LSU rDNA,tufA,genome,transcriptome,water,fresh,marine,system,type_organism,id_type,ASV,OTU,Species,max_OTUs,max_ASV,max_spp,max_spp_other,phylum,continent,region,country
"Sanchez, L; Boulanger, E; Arnal, V; Boissery, P; Dalongeville, A; Dejean, T; Deter, J; Guellati, N; Holon, F; Juhel, JB; Lenfant, P; Leprieur, F; Valentini, A; Manel, S; Mouillot, D",Ecological indicators based on quantitative eDNA metabarcoding: the case of marine reserves,ECOLOGICAL INDICATORS,DNA,1,0,2022,30,<0.22,NA,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,94,NA,Chordata,Asia,Mediterranean Sea,France
"Agersnap, S; Sigsgaard, EE; Jensen, MR; Avila, MD; Carl, H; Moller, PR; Kros, SL; Knudsen, SW; Wisz, MS; Thomsen, PF",A National Scale BioBlitz Using Citizen Science and eDNA Metabarcoding for Monitoring Coastal Marine Fish,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2022,1,<0.22,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,52,NA,Chordata,Europe,Northeast Atlantic,Denmark
"Zhong, WJ; Zhang, JY; Wang, ZH; Lin, JQ; Huang, XY; Liu, WH; Li, HJ; Pellissier, L; Zhang, XW",Holistic Impact Evaluation of Human Activities on the Coastal Fish Biodiversity in the Chinese Coastal Environment,ENVIRONMENTAL SCIENCE & TECHNOLOGY,DNA,1,0,2022,1,0.4_1,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,115,NA,Chordata,Asia,Northwest Pacific,China
"Shinohara, N; Hongo, Y; Ichinokawa, M; Nishijima, S; Sawayama, S; Kurogi, H; Uto, Y; Mita, H; Ishii, M; Kusano, A; Akimoto, S",Similar fish species composition despite larger environmental heterogeneity during severe hypoxia in a coastal ecosystem,ECOLOGY AND EVOLUTION,DNA,1,0,2022,1,NA,NA,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Fish,Species,0,0,1,NA,NA,168,NA,Chordata,Asia,Northwest Pacific,Japan
"Mathon, L; Marques, V; Mouillot, D; Albouy, C; Andrello, M; Baletaud, F; Borrero-Perez, GH; Dejean, T; Edgar, GJ; Grondin, J; Guerin, PE; Hocde, R; Juhel, JB; Kadarusman, E; Maire, E; Mariani, G; McLean, M; F., AP; Pouyaud, LD; Stuart-Smith, R; Sugeha, HY; Valentini, A; Vigliola, LB; Vimono, I; Pellissier, L",Cross-ocean patterns and processes in fish biodiversity on coral reefs through the lens of eDNA metabarcoding,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,DNA,1,0,2022,2,<0.22,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Fish,Species,0,0,1,NA,NA,2268,NA,Chordata,"North America, Oceania, Asia, Africa",Global,NA
"Collins, RA; Baillie, C; Halliday, NC; Rainbird, S; Sims, DW; Mariani, S; Genner, MJ",Reproduction influences seasonal eDNA variation in a temperate marine fish community,,DNA,1,0,2022,2,<0.22,Polyethersulfone,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Channel,Fish,Species,0,0,1,NA,NA,94,49,Chordata,Europe,Northeast Atlantic,UK
"Krolow, AD; Geheber, AD; Piller, KR","If You Build It, Will They Come? An Environmental DNA Assessment of Fish Assemblages on Artificial Reefs in the Northern Gulf of Mexico",TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,DNA,1,0,2022,1,>1,Glass_Fiber,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,32,NA,Chordata,North America,Northwest Atlantic,USA
"Lin, Y; Li, J; Wang, ZH; Zhang, SY; Wang, K; Li, XM",A Comparison of Fish Diversity in Rocky Reef Habitats by Multi-Mesh Gillnets and Environmental DNA Metabarcoding,FRONTIERS IN ECOLOGY AND EVOLUTION,DNA,1,0,2022,NA,0.4_1,Mixed_Fiber,SDO_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Rocky reef,Fish,Species,0,0,1,NA,NA,76,28,Chordata,Asia,Northwest Pacific,China
"Kumar, G; Reaume, AM; Farrell, E; Gaither, MR",Comparing eDNA metabarcoding primers for assessing fish communities in a biodiverse estuary,PLOS ONE,DNA,1,0,2022,0.5,0.4_1,Cellulose_Esters,OET_Kit,"12S, 16S, 18S",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,Fish,"ASV, Species",1,0,1,NA,NA,76,NA,Chordata,North America,Northwest Atlantic,USA
"Kim, EB; Sagong, H; Lee, JH; Kim, G; Kwon, DH; Kim, Y; Kim, HW",Environmental DNA Metabarcoding Analysis of Fish Assemblages and Phytoplankton Communities in a Furrowed Seabed Area Caused by Aggregate Mining,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2022,2,0.4_1,Cellulose_Esters,QDP_Kit,"12S, 23S",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,"Fish, Phytoplankton","ASV, Species",1,0,1,NA,649,114,NA,>10,Asia,Northwest Pacific,SOTUh Korea
"Zainal Abidin, D. H., Lavoué, S., A Rahim, M., & Mohammed Akib, N. A.",Assessing a megadiverse but poorly known community of fishes in a tropical mangrove estuary through environmental DNA (eDNA) metabarcoding,,DNA,1,0,2022,1,<0.22,Polyethersulfone,QBT_Kit_alt,"12S, COI",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,Fish,"OTU, Species",0,1,1,NA,NA,178,NA,Chordata,Asia,Indo-Pacific,Malaysia
"Abidin, DHZ; Nor, SAM; Lavoue, S; Rahim, MA; Akib, NAM",Assessing a megadiverse but poorly known community of fishes in a tropical mangrove estuary through environmental DNA (eDNA) metabarcoding,SCIENTIFIC REPORTS,DNA,1,0,2022,1,<0.22,Polyvinylidene_fluoride,QBT_Kit_alt,"12S, COI",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fresh, marine",1,1,"Estuary, River",Fish,"OTU, Species",0,1,1,NA,NA,178,NA,Chordata,Asia,Indo-Pacific,Malaysia
"Uyl, PAD; Thompson, LR; Errera, RM; Birch, JM; Preston, CM; Yancey, CE; Ussler, W; Chaganti, SR; Ruberg, SA; Doucette, GJ; Dick, GJ; Scholin, CA; Goodwin, KD",Lake Erie field trials to advance autonomous monitoring of cyanobacterial harmful algal blooms,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2022,1,<0.22,Polyvinylidene_fluoride,QBT_Kit_alt,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Non target,ASV,1,0,0,NA,NA,NA,NA,NA,North America,NA,Canada
"Tyagi, I; Tyagi, K; Chandra, K; Kumar, V",Characterization of bacterial diversity in wastewater of Indian paper industries with special reference to water quality,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,DNA,1,0,2022,1,<0.22,Cellulose_Esters,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Wastewater,Bacteria,ASV,1,0,0,NA,"1,669",NA,NA,>10,Asia,NA,India
"MacKeigan, PW; Garner, RE; Monchamp, ME; Walsh, DA; Onana, VE; Kraemer, SA; Pick, FR; Beisner, BE; Agbeti, MD; da Costa, NB; Shapiro, BJ; Gregory-Eaves, I",Comparing microscopy and DNA metabarcoding techniques for identifying cyanobacteria assemblages across hundreds of lakes,HARMFUL ALGAE,DNA,1,0,2022,0.5,<0.22,Polyvinylidene_difluoride,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Bacteria,"ASV, Species",1,0,1,NA,"1,016",57,31,Cyanophyta,North America,NA,Canada
"Ionescu, D; Bizic, M; Karnatak, R; Musseau, CL; Onandia, G; Kasada, M; Berger, SA; Nejstgaard, JC; Ryo, M; Lischeid, G; Gessner, MO; Wollrab, S; Grossart, HP",From microbes to mammals: Pond biodiversity homogenization across different land-use types in an agricultural landscape,ECOLOGICAL MONOGRAPHS,DNA,1,0,2022,2,<0.22,Polycarbonate,PCI_alt,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Pond,Non target,NA,0,0,0,NA,NA,NA,NA,NA,Europe,NA,Germany
"Vijayan, J; Ammini, P; Nathan, VK",Diversity pattern of marine culturable heterotrophic bacteria in a region with coexisting upwelling and mud banks in the sOTUheastern Arabian Sea,,DNA,1,0,2022,0.025,NA,NA,IGD_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Bacteria,OTU,0,1,0,NA,NA,700,NA,>10,Asia,Indian Ocean,India
"Dang, ZZ; Luo, ZX; Wang, S; Liao, YH; Jiang, Z; Zhu, XF; Ji, GD",Using hierarchical stable isotope to reveal microbial food web structure and trophic transfer efficiency differences during lake melt season,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2022,10,<0.22,Glass_Fiber,MPFD_kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Non target,OTU,0,1,0,NA,NA,NA,NA,"Proteobacteria, Actinobacteria, Cyanophyta",Asia,NA,China
"Ghosh, A; Woodward, EMS; Saha, R; Nelson, CE; Bhadury, P",Nitrogen driven niche differentiation in bacterioplankton communities of northeast coastal Bay of Bengal,,DNA,1,0,2022,1,<0.22,Nitrocellulose,PCI,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Bay,Bacteria,OTU,0,1,0,NA,NA,NA,NA,"Proteobacteria, Bacteriodetes",Asia,NA,India
"Dronen, K; Roalkvam, I; Dahle, H; Olsen, AB; Nilsen, H; Wergeland, H",Microbiome dataset from a marine recirculating aquaculture system (RAS) for salmon post-smolt production in Norway,,DNA,1,0,2022,0.24,<0.22,Polyethersulfone,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Aquaculture,Non target,OTU,0,1,0,NA,NA,NA,NA,NA,Europe,Northeast Atlantic,Norway
"Hu, WJ; Su, CQ; Liu, QG; Kong, YJ; Hua, SP; Hu, ZJ",Comparison of fish communities using environmental DNA metabarcoding and capture methods in a freshwater lake: A new set of universal PCR primers,FISHERIES RESEARCH,DNA,1,0,2022,2,>1,Glass_Fiber,QAM_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,Species,0,0,1,NA,NA,25,27,Chordata,Asia,NA,China
"Marshall, NT; Symonds, DE; Dean, CA; Schumer, G; Fleece, WC",Evaluating environmental DNA metabarcoding as a survey tool for unionid mussel assessments,FRESHWATER BIOLOGY,DNA,1,0,2022,0.5,>1,Glass_Fiber,QBT_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Invertebrate,Species,0,0,1,NA,NA,387,313,Mollusca,North America,NA,USA
"He, XP; Stanley, RRE; Rubidge, EM; Jeffery, NW; Hamilton, LC; Westfall, KM; Gilmore, SR; Roux, LMD; Gale, KSP; Heaslip, SG; Steeves, R; Abbott, CL",Fish community surveys in eelgrass beds using both eDNA metabarcoding and seining: implications for biodiversity monitoring in the coastal zone,,DNA,1,0,2022,1,<0.22,Polyvinylidene_fluoride,QBT_Kit,"16S, 12S",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Seagrass bed,Fish,"ASV, Species",1,0,1,NA,NA,129,59,Chordata,North America,"Northeast Pacific, Northwest Atlantic",Canada
"Al, MA; Xue, YY; Xiao, P; Xu, J; Chen, HH; Mo, YY; Shimeta, J; Yang, J",Community assembly of microbial habitat generalists and specialists in urban aquatic ecosystems explained more by habitat type than pollution gradient,WATER RESEARCH,DNA,1,0,2022,0.45,<0.22,Polycarbonate,MPFD_kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Urban water body,Non target,ASV,1,0,0,NA,6580,NA,NA,>10,Asia,NA,China
"Liu, Y; Wikfors, GH; Clark, P; Pitchford, S; Krisak, M; Dixon, MS; Li, YQ",A deep dive into the epibiotic communities on aquacultured sugar kelp Saccharina latissima in SOTUhern New England,ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,DNA,1,0,2022,0.1,<0.22,Polycarbonate,QPW_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,239,NA,NA,NA,>10,North America,Northwest Atlantic,USA
"DiBattista, JD; Fowler, AM; Riley, IJ; Reader, S; Hay, A; Parkinson, K; Hobbs, JPA",The use of environmental DNA to monitor impacted coastal estuaries,MARINE POLLUTION BULLETIN,DNA,1,0,2022,0.5,0.4_1,Cellulose_Esters,IGB_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,Non target,Species,0,0,1,NA,NA,28,NA,>10,Oceania,SOTUhwest Pacific,Australia
"Li, FL; Guo, F; Gao, W; Cai, YP; Zhang, Y; Yang, ZF",Environmental DNA Biomonitoring Reveals the Interactive Effects of Dams and Nutrient Enrichment on Aquatic Multitrophic Communities,ENVIRONMENTAL SCIENCE & TECHNOLOGY,DNA,1,0,2022,1,0.4_1,Nylon,QPW_Kit,"16S, 18S, COI",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,"OTU, Species",0,1,1,NA,NA,333,NA,>10,Asia,NA,China
"Alexander, JB; Marnane, MJ; Elsdon, TS; Bunce, M; Songploy, S; Sitaworawet, P; Harvey, ES",Complementary molecular and visual sampling of fish on oil and gas platforms provides superior biodiversity characterisation,MARINE ENVIRONMENTAL RESEARCH,DNA,1,0,2022,1,<0.22,Polyethersulfone,QBT_Kit,"16S, COI",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Open Ocean,Fish,"ASV, Species",1,0,1,NA,"2,629",60,25,Chordata,Asia,"Indo-Pacific, SOTUhwest Pacific",Thailand
"Sun, HT; Chen, QQ; Chen, WW; Qu, CK; Mo, JZ; Song, JX; Guo, JH; Tian, YL",Assessment of biological community in riparian zone contaminated by PAHs: Linking source apportionment to biodiversity,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2022,1,<0.22,Polycarbonate,CTAB,"16S, ITS2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Groundwater,Non target,"ASV, OTU",1,1,0,NA,NA,NA,NA,>10,Asia,NA,China
"Dugal, L; Thomas, L; Meenakshisundaram, A; Simpson, T; Lines, R; Colquhoun, J; Jarman, S; Meekan, M",Distinct coral reef habitat communities characterized by environmental DNA metabarcoding,CORAL REEFS,DNA,1,0,2022,1,0.4_1,Cellulose_Esters,QBT_Kit_alt,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Non target,"ASV, Species",1,0,1,NA,401,57,NA,>10,Oceania,Indian Ocean,Australia
"Weber, S; Junk, I; Brink, L; Worner, M; Kunzel, S; Veith, M; Teubner, D; Klein, R; Paulus, M; Krehenwinkel, H",Molecular diet analysis in mussels and other metazoan filter feeders and an assessment of their utility as natural eDNA samplers,MOLECULAR ECOLOGY RESOURCES,DNA,1,0,2022,1,0.4_1,Nitrocellulose,QPW_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,"Lake, River",Non target,OTU,0,1,0,NA,NA,NA,NA,NA,Europe,NA,Germany
"Bae, MJ; Yang, T; Cho, JY; Baek, K; Choi, A; Lee, CS; Kim, EJ",Seasonal Dynamics and Heavy Rain Effects on the Diversity of Microeukaryome in the Nakdonggang River,WATER,DNA,1,0,2022,6,<0.22,Polyethersulfone,QPW_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,775,NA,NA,NA,>10,Asia,NA,SOTUh Korea
"Diao, CY; Jia, H; Guo, SJ; Hou, G; Xian, WW; Zhang, H",Biodiversity exploration in autumn using environmental DNA in the SOTUh China sea,,DNA,1,0,2022,2,<0.22,Polyethersulfone,QBT_Kit,"18S, 12S",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Open Ocean,Non target,"ASV, Species",1,0,1,NA,409,357,NA,>10,Asia,Northwest Pacific,China
"Feng, YZ; Sun, D; Shao, QW; Fang, C; Wang, CS","Mesozooplankton biodiversity, vertical assemblages, and diel migration in the western tropical Pacific Ocean revealed by eDNA metabarcoding and morphological methods",FRONTIERS IN MARINE SCIENCE,DNA,1,0,2022,4,<0.22,Polycarbonate,TMG_Kit,"18S, COI",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,"ASV, Species",1,0,1,NA,170,54,94,>10,Asia,Northwest Pacific,Philippines
"Staehr, PAU; Dahl, K; Buur, H; Goeke, C; Sapkota, R; Winding, A; Panova, M; Obst, M; Sundberg, P",Environmental DNA Monitoring of Biodiversity Hotspots in Danish Marine Waters,,DNA,1,0,2022,0.9,<0.22,Polyethersulfone,MNT_Kit,"18S, COI, 12S",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Boulder reef,Fish,"ASV, Species",1,0,1,NA,NA,400,254,Chordata,Europe,Northeast Atlantic,Denmark
"Beentjes, KK; Barmentlo, SH; Cieraad, E; Schilthuizen, M; van der Hoorn, BB; Speksnijder, AGCL; Trimbos, KB",Environmental DNA metabarcoding reveals comparable responses to agricultural stressors on different trophic levels of a freshwater community,,DNA,1,0,2022,0.3,<0.22,Polyethersulfone,CTAB_alt,"18S, COI, 16S",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Channel,"Phytoplankton, Bacteria",OTU,0,1,0,"8,202",NA,NA,NA,NA,Europe,NA,Netherlands
"Hupalo, K; Schmidt, S; Macher, TH; Weiss, M; Leese, F",Fresh insights into Mediterranean biodiversity: environmental DNA reveals spatio-temporal patterns of stream invertebrate communities on Sicily,,DNA,1,0,2022,1,0.4_1,Nitrocellulose,Salt_ext,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,"ASV, Species",1,0,1,NA,474,340,NA,>10,Europe,NA,Italy
"Turon, M; Nygaard, M; Guri, G; Wangensteen, OS; Praebel, K",Fine-scale differences in eukaryotic communities inside and OTUside salmon aquaculture cages revealed by eDNA metabarcoding,FRONTIERS IN GENETICS,DNA,1,0,2022,0.5,<0.22,Polyethersulfone,QBT_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Aquaculture,Non target,OTU,0,1,0,"2,984",NA,NA,NA,>10,Europe,NA,Norway
"Qiu, XM; Liu, XJ; Lu, QF; Chen, JP; Liang, T; Wang, WK; Ouyang, S; Zhou, CH; Wu, XP",Seasonal and spatial variability of zooplankton diversity in the Poyang Lake Basin using DNA metabarcoding,ECOLOGY AND EVOLUTION,DNA,1,0,2022,20,>1,NA,TMA_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Non target,"OTU, Species",0,1,1,301,NA,92,NA,"Rotifera, Arthropoda",Asia,NA,China
"COTUon, M; Leveque, L; Daguin-Thiebaut, C; Comtet, T; Viard, F","Water eDNA metabarcoding is effective in detecting non-native species in marinas, but detection errors still hinder its use for passive monitoring",BIOFOULING,DNA,1,0,2022,2,<0.22,Polyethersulfone,NSM_Kit,"COI, 18S, 16S",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Harbor,Non target,"ASV, Species",1,0,1,NA,"4,258",62,NA,>10,Europe,Northeast Atlantic,France
"Patin, NV; Goodwin, KD",Long-Read Sequencing Improves Recovery of Picoeukaryotic Genomes and Zooplankton Marker Genes from Marine Metagenomes,MSYSTEMS,DNA,1,0,2022,1,<0.22,Polyvinylidene_difluoride,OMB_Kit,Genomic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,marine,0,1,Open Ocean,Non target,NA,0,0,0,NA,NA,NA,NA,NA,North America,Northeast Pacific,USA
"McAlpine-Bellis, E; Thayer, L; Berberich, ME; Bouffard, MC; Hudgens, BR",An assessment of aquatic amphibian biodiversity on the California Lost Coast,JOURNAL OF FRESHWATER ECOLOGY,DNA,1,0,2022,NA,0.4_1,Nylon,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fresh, marine",1,1,"River, Estuary",Amphibian,Species,0,0,1,NA,NA,13,NA,Chordata,North America,Northeast Pacific,USA
"Fernandez, S; Arboleya, E; Dopico, E; Garcia-Vazquez, E",Dams in SOTUh Europe: socio-environmental approach and eDNA-metabarcoding to study dam acceptance and ecosystem health,,DNA,1,0,2022,1,<0.22,Polyethersulfone,QPW_Kit,rbcL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Phytoplankton,"OTU, Species",0,1,1,60,NA,52,NA,NA,Europe,NA,Spain
"Kutty, SN; Loh, RK; Bannister, W; Taylor, D",Evaluation of a diatom eDNA-based technique for assessing water quality variations in tropical lakes and reservoirs,ECOLOGICAL INDICATORS,DNA,1,0,2022,0.002,NA,NA,HotSHOT,"rbcL, 18S",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Reservoir,Phytoplankton,"ASV, Species",1,0,1,NA,584,27,29,Bacillariophyta,Asia,NA,Singapore
"Wemheuer, B; Wemheuer, F; Hollensteiner, J; Meyer, FD; Voget, S; Daniel, R",The green impact: bacterioplankton response toward a phytoplankton spring bloom in the sOTUhern North Sea assessed by comparative metagenomic and metatranscriptomic approaches,FRONTIERS IN MICROBIOLOGY,"DNA, RNA",1,1,2015,1,<0.22,"Glass_Fiber, Polycarbonate",SLSP,"16S, transcriptomic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,marine,0,1,Coastal Ocean,Bacteria,OTU,0,1,0,17,NA,NA,NA,"Proteobacteria, Bacteroidetes",Europe,Northeast Atlantic,Germany
"Pochon, X; Zaiko, A; Fletcher, LM; Laroche, O; Wood, SA",Wanted dead or alive? Using metabarcoding of environmental DNA and RNA to distinguish living assemblages for biosecurity applications,,"DNA, RNA",1,1,2017,0.03,>1,Glass_Fiber,ZRMP_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bilge water,Non target,OTU,0,1,0,"1180, 1154",NA,NA,NA,>10,Oceania,SOTUhwest Pacific,New Zeland
"Miyata, K; Inoue, Y; Amano, Y; Nishioka, T; Yamane, M; Kawaguchi, T; Morita, O; Honda, H",Fish environmental RNA enables precise ecological surveys with high positive predictivity,,"DNA, RNA",1,1,2021,3,0.4_1,Polyethersulfone,"QBT_Kit_alt, CSR_Kit",12S,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,"83, 55",NA,Chordata,Asia,NA,Japan
"Miyata, K., Inoue, Y., Amano, Y., Nishioka, T., Nagaike, T., Kawaguchi, T., Morita, O., Yamane, M. and Honda, H",Comparative environmental RNA and DNA metabarcoding analysis of river algae and arthropods for ecological surveys and water quality assessment,SCIENTIFIC REPORTS,"DNA, RNA",1,1,2022,3,0.4_1,Polyethersulfone,"QBT_Kit_alt, CSR_Kit",16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Invertebrate,ASV,1,0,0,NA,NA,NA,NA,Arthropoda,Asia,NA,Japan
"Littlefair, JE; Rennie, MD; Cristescu, ME",Environmental nucleic acids: A field-based comparison for monitoring freshwater habitats using eDNA and eRNA,,"DNA, RNA",1,1,2022,0.5,0.4_1,Glass_Fiber,"QBT_Kit, QRN_Kit",18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,"ASV, Species",1,0,1,NA,25,"21, 19",NA,Chordata,North America,NA,Canada
"Wemheuer, B; Gullert, S; Billerbeck, S; Giebel, HA; Voget, S; Simon, M; Daniel, R",Impact of a phytoplankton bloom on the diversity of the active bacterial community in the sOTUhern North Sea as revealed by metatranscriptomic approaches,,RNA,0,1,2014,5,<0.22,Polycarbonate,PCI_alt,"16S, transcriptomic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,marine,0,1,Coastal Ocean,Bacteria,OTU,0,1,0,13,NA,NA,NA,"Proteobacteria, Bacteriodetes, Actinobacteria",Europe,Northeast Atlantic,Germany
